Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2014-11-04,28,4283,2036039,480,461,480
2014-11-05,21,3198,1561916,493,477,490
2014-11-06,29,4774,2310227,490,481,486
2014-11-09,23,4361,2066075,482,470,470
2014-11-10,39,7137,3301463,471,459,469
2014-11-11,23,2460,1127792,470,443,470
2014-11-12,19,3095,1456430,477,462,470
2014-11-13,25,5215,2419866,479,455,463
2014-11-16,21,2659,1216890,463,455,455
2014-11-17,35,5025,2222843,453,430,430
2014-11-18,54,5593,2436446,449,415,448
2014-11-19,22,1602,725958,466,440,457
2014-11-20,13,3097,1415268,460,449,457
2014-11-23,42,5920,2802147,485,457,480
2014-11-24,13,1129,527558,475,461,465
2014-11-25,2,71,32695,465,457,457
2014-11-30,19,1452,645427,457,441,445
2014-12-01,20,1733,765978,448,439,443
2014-12-02,12,1108,490210,453,435,453
2014-12-03,21,2153,981696,467,447,455
2014-12-04,27,2277,1053864,469,460,464
2014-12-07,18,1718,778573,458,448,452
2014-12-08,27,1290,576619,450,443,448
2014-12-09,18,2366,1055494,450,442,446
2014-12-10,7,567,258977,470,446,470
2014-12-11,44,4644,2144460,479,457,469
2014-12-14,22,3724,1791711,493,474,490
2014-12-15,39,4393,2164203,505,481,497
2014-12-16,33,5232,2561451,494,470,492
2014-12-17,19,3200,1541419,488,479,485
2014-12-18,21,2212,1042527,480,465,480
2014-12-21,28,3044,1412599,475,461,464
2014-12-22,44,4523,2091099,473,452,473
2014-12-23,36,2357,1085223,470,447,467
2014-12-24,24,3183,1469000,470,458,470
2014-12-28,20,3257,1544943,484,470,484
2014-12-29,20,2105,1003216,484,466,475
2014-12-31,24,2969,1398316,490,464,476
2015-01-01,20,2695,1283385,485,470,479
2015-01-04,17,1201,572959,481,474,478
2015-01-05,17,1739,828237,487,471,487
2015-01-06,32,3920,1855816,480,466,475
2015-01-07,37,3541,1665797,476,467,476
2015-01-08,27,2511,1192029,480,472,473
2015-01-11,22,3451,1634939,484,465,484
2015-01-12,34,3521,1662570,479,468,473
2015-01-13,15,1012,478410,475,466,475
2015-01-14,64,11042,5227331,489,467,484
2015-01-18,46,5160,2457433,485,473,475
2015-01-19,57,7796,3815845,499,480,487
2015-01-20,36,10113,4855761,489,474,478
2015-01-22,14,1265,600389,477,470,473
2015-01-25,35,2889,1376546,483,466,475
2015-01-26,37,5767,2756099,484,470,481
2015-01-27,96,13660,6777883,510,478,503
2015-01-28,60,15503,7844801,513,498,509
2015-01-29,67,10005,5006801,512,495,500
2015-02-01,25,4653,2293868,496,491,493
2015-02-02,24,3667,1790141,494,485,487
2015-02-03,37,2126,1022403,490,472,483
2015-02-04,19,1946,934257,485,475,480
2015-02-05,24,2868,1359038,489,471,473
2015-02-08,30,2025,961031,476,471,475
2015-02-09,28,6337,3022364,484,470,479
2015-02-10,32,3543,1667238,475,463,475
2015-02-11,22,3776,1793976,480,470,476
2015-02-12,29,5980,2867563,485,475,482
2015-02-15,20,1086,518101,482,476,477
2015-02-16,39,4307,2045393,479,472,479
2015-02-18,26,2807,1332903,479,472,474
2015-02-22,22,3088,1442825,472,464,464
2015-02-23,18,3374,1556568,465,456,464
2015-02-24,21,3018,1399450,465,460,465
2015-02-25,29,2152,1006176,471,459,470
2015-02-26,14,2405,1117678,475,460,475
2015-03-01,19,1184,563346,480,470,480
2015-03-02,12,1111,538538,495,475,480
2015-03-03,23,1590,760544,484,471,483
2015-03-04,17,2209,1070845,492,476,478
2015-03-09,50,8858,4363621,504,485,497
2015-03-10,13,1061,516270,490,472,481
2015-03-11,24,1618,776848,485,477,477
2015-03-12,23,1710,821008,490,470,475
2015-03-15,17,2644,1253119,480,471,475
2015-03-16,17,1607,754534,475,467,471
2015-03-17,10,731,343263,473,467,471
2015-03-18,17,1901,893189,472,466,472
2015-03-19,20,1882,889894,480,470,480
2015-03-22,22,6630,3104974,476,464,467
2015-03-23,28,4993,2323706,470,463,469
2015-03-24,13,1251,582689,469,464,467
2015-03-25,12,797,369900,470,459,470
2015-03-26,17,966,450516,476,463,476
2015-03-29,6,531,249540,470,469,469
2015-03-30,27,3598,1648978,469,451,459
2015-03-31,11,1282,591842,465,458,461
2015-04-01,22,2590,1193443,464,454,464
2015-04-02,13,3444,1570932,465,455,465
2015-04-05,26,1330,609170,471,452,455
2015-04-06,28,3678,1651428,460,446,450
2015-04-07,21,2372,1064202,451,446,450
